business_id,name,categories,avg_stars
3LWsVfsSmb_Nzbi2YQ-NIA,Delhi Indian Cuisine,"Halal, Food, Buffets, Food Delivery Services, Indian, Vegetarian, Restaurants",4.0
OG7cZilFTvZ2YRFRH6ts7Q,Alternative Junkie,"Food Delivery Services, Vegan, Restaurants, Organic Stores, Food, Food Stands, Street Vendors, Personal Chefs, Event Planning & Services, Vegetarian",5.0
8ovqtunN8zGdCbYi-MCTAQ,Pt's Gold,"American (Traditional), Gastropubs, Breakfast & Brunch, Nightlife, Sports Bars, American (New), Restaurants, Bars, Pubs",3.0
AdNbLQQWgR28-GWU0G-qJw,Denny's,"American (Traditional), Diners, Restaurants, Breakfast & Brunch",2.0
iNdMl5rb4FKFFgmzimuzvQ,Panda Express,"Chinese, Fast Food, Restaurants",3.0
GtHu9uGXpn7Jg_Z7vFKZKw,Meatball Spot,"Restaurants, Italian, American (New)",3.5
gc_GGat7TgNCmrgc4nVOgw,Crush,"Restaurants, Tapas Bars, Lounges, Nightlife, American (New), Bars",3.5
SAIrNOB4PtDA4gziNCucwg,Herbs & Rye,"Steakhouses, Nightlife, Tapas Bars, Bars, Cocktail Bars, Italian, Restaurants",4.0
oLbHJ_qJh78Kw4fhUw1HGg,Mandarin Express,"Restaurants, Chinese",3.5
qw9SyduMZ53KB6GlBQqvZQ,Bosa Boba Cafe,"Food, Vietnamese, Coffee & Tea, Restaurants, Bubble Tea, Sandwiches",5.0
qbNlcvt5Z1KGbzlw_LqaIA,Quiznos,"Fast Food, Restaurants, Sandwiches, Delis",2.0
yTcLNsAh8B_Q9gJuLhryjQ,Unlv Dining,"Restaurants, American (New), Breakfast & Brunch",2.5
ruwtUF73lYV-Yjul5AS26A,La Costa Restaurant,"Restaurants, Mexican",4.5
U3Nkc5DkKNRpBrHmwf4qRA,Outback Steakhouse,"Restaurants, Steakhouses",3.0
KNTjauGqmib3sG1HWJyKEQ,E-Jo Korean Restaurant,"Korean, Restaurants",4.0
fx7HMO3eIoopvrteM-dtSw,Jade Cafe,"Restaurants, Cafes, Chinese, Food",3.0
E-pUHcZaIzFQbnWnGHcC7w,Sonic Drive-In,"Fast Food, American (Traditional), Ice Cream & Frozen Yogurt, Food, Burgers, Restaurants",3.0
drc_lGBhlkWgZrEIX7LGNw,Modern Donut,"Desserts, Flowers & Gifts, Donuts, Food, Food Delivery Services, Bakeries, Comfort Food, Shopping, Restaurants",4.0
SvIXTIcPjZFrSHb8w-xtBg,El Tacontento,"Mexican, Restaurants",4.5
bQ_wtZvMb__OhprY5bF9aQ,Crab Corner,"Bars, Seafood, Sports Bars, Restaurants, Nightlife",4.0
HOlDxrYqfoJrVq2Eo-_LKQ,Farmer Boys,"Cafes, Burgers, Mexican, Salad, Restaurants, Breakfast & Brunch, American (Traditional)",3.0
J-vIgY37hcIE9XAQDx2a0Q,El Super,"Grocery, Imported Food, Ethnic Food, Food, Fruits & Veggies, Specialty Food, Bakeries, Delis, Restaurants",3.0
9YB4qqmyglww3bbW7i0kOA,Ramen Kobo+Sake,"Ramen, Restaurants, Izakaya, Japanese",4.5
6Z6IyosSMciZtwk8hRLRag,China Mama Restaurant,"Chinese, Taiwanese, Restaurants",3.0
VKmGedwOk-16D7OawNg_ng,Buffet At Asia,"Korean, Sushi Bars, Buffets, Japanese, Dim Sum, Chinese, Restaurants",3.0
Lt_ytMJKMQ3lpBDYaANreA,Port of Subs,"Delis, Sandwiches, Restaurants",3.0
uwBJlA27pNywYTlPBiSqVw,Overlook Grill,"Restaurants, Seafood, American (Traditional), Breakfast & Brunch",4.0
7zqmeEgCPfvbxyaKHli6Dw,Jac & Ray,"Restaurants, Fast Food",3.5
le0ZcsG2uCarJIUqj2GcLg,Taste Buzz Food Tours,"Historical Tours, Food Tours, Tours, Hotels & Travel, Restaurants, Nightlife, Walking Tours",5.0
xkVMIk_Vqh17f48ZQ_6b0w,Tom Colicchio's Craftsteak,"Food, Cheesesteaks, Steakhouses, Desserts, American (New), Restaurants",4.0
0q_BHpxbikVtPRRLRu-U0g,Picasso,"French, Bars, Spanish, Restaurants, Nightlife",4.5
rbDqCV2g23K3ZrTxmgoNBg,"Biscayne Steak, Sea & Wine","Seafood, American (New), Restaurants, Steakhouses",4.0
-1m9o3vGRA8IBPNvNqKLmA,Bavette's Steakhouse & Bar,"African, Restaurants, Bars, American (New), Cocktail Bars, Nightlife, Seafood, Steakhouses",4.5
rzSpnojxrHra_wFeN5KpMQ,South Beach Cafe & Deli,"Coffee & Tea, Restaurants, Food, Delis, Breakfast & Brunch, Desserts",2.5
MiUrif_vYOuITF4ALf7WHA,Planet Hollywood,"American (Traditional), Resorts, Hotels & Travel, Casinos, American (New), Restaurants, Arts & Entertainment",2.5
7yYexN1Q5ShE_z1MH2TDTw,Sammy's LA Pastrami & Burgers,"Fast Food, Restaurants, Sandwiches, Burgers",3.0
06MlxbtB4ZYeg_ri02RIAQ,El Pollo Loco,"Mexican, Restaurants, Fast Food",2.5
q_CmNcxciEBnZbG9JrGbQg,Carl's Jr Restaurants,"Burgers, Restaurants, Fast Food",3.0
InfzHR1oZYwn1qell8_4CQ,The Village Mediterranean Grill,"Mediterranean, Persian/Iranian, Restaurants",3.5
rcaPajgKOJC2vo_l3xa42A,Bouchon at the Venezia Tower,"Bakeries, Breakfast & Brunch, Food, French, Venues & Event Spaces, Cafes, Event Planning & Services, Restaurants",4.0
AHnvBkGTNlpAVTmg-k0Bsg,Subway,"Fast Food, Restaurants, Sandwiches",2.5
sBZxxiJEuIFnSgQX4H6wpA,Subway,"Restaurants, Sandwiches, Fast Food",2.0
Dh6JsWOKQqIjuw4ZPnWkOg,Wing King,"Chicken Wings, Restaurants",4.0
6W3hdaCjx_n1kADEuORduA,Bonnie Springs Restaurant,"American (Traditional), Local Flavor, Nightlife, Restaurants, Dive Bars, Bars",3.5
wy6pYrWtiGrktOpUmsvCHQ,Chipotle Mexican Grill,"Mexican, Restaurants, Fast Food",3.0
AKBSPjk_H_w8RCqCE_vUuA,Paradise Cafe,"Cafes, Restaurants, Sandwiches, American (New)",3.5
JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,"Restaurants, Steakhouses, Seafood, Buffets, Brazilian",3.0
Nh2fgoaTl3TMP8OBoOOFEA,95 Ten,"Restaurants, American (New)",3.0
Z25WwYfb-TqP68Hbfqjbzg,Hong Lou,"Chinese, Restaurants, Korean",4.5
mORvJviGBgbJ5Woui-FcOA,Primo's Steakhouse,"Restaurants, Steakhouses",4.0
GXdnO7m8X4tjVl7MXHgN4g,Mamacita's Restaurant,"Restaurants, Cuban, Mexican",3.0
R9gRb3T8t-eIKlOtMPShuA,Udon Monzo,"Japanese, Restaurants",4.5
G1lB2bUf1MT1FZT8TBy62g,Rubalcabas Taco Shop,"Mexican, Restaurants",4.0
T3ASfec34b8-uYr3xZj8Lw,P.F. Chang's,"Chinese, Asian Fusion, Restaurants, Gluten-Free",3.5
JpPguWEzvNATjUJ48xCj8g,Pizza My Dear,"Chicken Wings, Pizza, Desserts, Restaurants, Food, Food Delivery Services, Salad",4.0
s8z8r0MN7S6OzfGld-cEdw,Company American Bistro,"Restaurants, American (New)",3.5
foQZ6guS0l49trURKh7vlA,Double Barrel Roadhouse,"Cocktail Bars, Bars, Nightlife, American (Traditional), Restaurants",3.5
wph0jjOIJQ6U3vPMUooM_A,Chew & Chug,"Fast Food, Restaurants, American (New)",5.0
g2K86Bq8Dz-ikGn_yqpwQQ,Keep Memory Alive Cafe,"Juice Bars & Smoothies, Medical Centers, Sandwiches, Breakfast & Brunch, Restaurants, American (New), Food, Cafes, Health & Medical, Salad",3.5
cbgIpJwmPVI6Zf7nUIXdFw,Pizza Company,"Restaurants, Pizza, Food",4.0
S2bGqPoTjUc2ywC9FYuBsw,H2 EAU,"Restaurants, Bars, Nightlife, Diners",3.5
v2xh5qtrlRJSU3OnixJH2g,Pasta Fresh,"Food, Italian, Restaurants",4.0
Kuwf8Xaid8X5DwYZLfObqw,Rollin' Pizza Pies,"Food, Food Trucks, Pizza, Restaurants",4.5
mbjF4qlWNfmLlhQ6-VowHg,Golden Grill,"American (Traditional), Bars, Restaurants, Nightlife, Lounges",3.5
AkG4ozbKUgjDk8-Mmywsxw,Timbers - Lake Mead,"Bars, Breakfast & Brunch, Nightlife, Food, Beer, Wine & Spirits, American (Traditional), Restaurants",3.5
-QNQ4R1VgRoL4b6lC8Anrg,Mizuya,"Nightlife, Sushi Bars, Japanese, Restaurants, Lounges, Bars",3.0
U9aA5H13y7t9xWnoQslV0Q,Beijing Noodle No. 9,"Restaurants, Chinese",2.5
OWkS1FXNJbozn-qPg3LWxg,Mama Napoli Pizza,"Food Trucks, Restaurants, Pizza, Food",5.0
C2yaxqgm99TX8uTFpManKA,La Salsa,"Restaurants, Bars, Venues & Event Spaces, Event Planning & Services, Mexican, Nightlife",3.5
_gMR_YdsMwwKy63-UwjdnA,Ohana Hawaiian BBQ,"Restaurants, Chinese, Hawaiian, Barbeque",4.0
pif8Io-Jn2veckVGzkEyJw,Pizza Hut,"Pizza, Chicken Wings, Restaurants",2.0
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,"Seafood, American (Traditional), Restaurants, Cajun/Creole",4.0
eszo5NGbX8Cn2gfuUj3gAQ,Tacos El Compita,"Food Stands, Restaurants, Mexican",4.0
e1DfwqDhYQYLKoyHmJu0hQ,Wing King,"Chicken Wings, Restaurants",4.5
CXrV-YvDIXUz9fGpTz5SEg,Chipotle Mexican Grill,"Restaurants, Mexican, Fast Food",2.5
fxuUGJ6si0QxcRKn_KNkEA,Cheeburger Cheeburger Express,"Salad, Burgers, Restaurants",3.0
AhAuNIkWtht0Fq4gEJzodA,Wienerschnitzel,"Restaurants, Hot Dogs, Fast Food, Sandwiches",3.5
N_423HZadpb28GsecF3SxQ,La Mexicana Bakery and Deli,"Restaurants, Delis",3.5
0fdi2Y8RLbnLP9Cvwq7utw,Lucky 7s Buffet,"Restaurants, Buffets",2.5
6fPQJq4f_yiq1NHn0fd11Q,La Creperie,"Creperies, Restaurants, French",3.5
QfD_KzfBGRZ1OLu1Vs1rrA,Pasta Cucina,"Italian, Restaurants",4.0
JJzAOl3kQLfhOzB_vjf3FQ,Jin Jin You Wei,"Chinese, Restaurants",3.5
EWbNTPW0co_X4lZRB-QTLQ,Ocha Thai Cuisine,"Restaurants, Thai, Chinese",4.0
AT_xDv2Lm5K7VtER1fp-SA,Strip House Steak House,"Restaurants, Steakhouses, Seafood, Desserts, Food",4.0
M--CB6Fhp4XKxsR2PlcP9w,Fat Tuesday,"American (New), Nightlife, Bars, Restaurants",4.5
9NwXHbKyJOhX9nxjRi0AcQ,Auntie Anne's,"Restaurants, Food, Pretzels, Food Stands",3.0
EIH5pDc75v4haOcww-SEJg,Urban Turban Express,"Vegetarian, Halal, Indian, Restaurants",4.0
Md6895ZtS3FA8a0pUaH6nw,America,"Restaurants, American (New), Burgers, Breakfast & Brunch, American (Traditional)",3.0
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,"Restaurants, American (Traditional), American (New), Buffets",3.0
R1IeUbdKFS0aC1QZDT1_Dw,Pho D'licious,"Restaurants, Soup, Vietnamese",4.0
LcbMEHpN5r45I4ZbyxhK0w,Paris Baguette,"Salad, Bakeries, Food, Coffee & Tea, Restaurants",3.5
YRFDHOBOwt2WMR85r7Gzog,Ital-Spain Restaurant,"Mexican, Italian, Spanish, Restaurants",3.5
CqVdLcbyZzfAjeCD1qEBZQ,Kailyn's Diner,"Diners, American (Traditional), Restaurants, Burgers, Breakfast & Brunch",4.5
u12EUBQJoPDtyPQyKa7zTw,Sicilian Pizza II,"Pizza, Restaurants",1.5
omMiNDhPYAX4TPfv4xrBLQ,Asian Fusion Kitchen,"Chinese, Asian Fusion, Thai, Restaurants",4.0
-AGdGGCeTS-njB_8GkUmjQ,Woo Chun Korean BBQ,"Korean, Restaurants",4.0
EH-WY1bmJz2yDZROQbNsxA,Roberto's Taco Shop,"Restaurants, Mexican, Fast Food",3.5
V2WLiBR3iGaegRAVNjOndA,Panda Express,"Fast Food, Chinese, Restaurants",3.5
KhYA1VGwy1naIiIAvPfolw,Chow Mein Express,"Chinese, Restaurants",3.5
WKrCvD-CoDZnCj3nsMCrRw,Pt's Gold,"Nightlife, Bars, American (Traditional), Restaurants, American (New), Breakfast & Brunch, Pubs, Sports Bars",3.5
vZLAmpN-hTI3GCT9hlHVUA,Carbone,"Restaurants, Italian",4.0
pCQC79ndhdiaJaQmP6QiYQ,Luciano's,"Restaurants, Italian",4.0
jfUarAupxK2BwoYj8hjQVw,Jimmy's Seaside Fries,"Food, American (Traditional), Chicken Wings, Fast Food, Street Vendors, Restaurants",3.5
C7X8VCpbBwTP2lFR354EIA,Grass Roots Juice Bar,"Ice Cream & Frozen Yogurt, Vegetarian, Vegan, Education, Juice Bars & Smoothies, Food, Restaurants",4.5
qmh6zxtJ8C8-YiUPv7ySlw,Daniel Boulud Brasserie,"French, Restaurants",4.0
zBD6zc8YU-TA0_KJmN1tpA,Rosati's Pizza,"Italian, Restaurants, Pizza, Salad",3.5
W_qjGgy4LsEQnKKjIscDNg,Nikki Lee's Sports Pub & Grill,"Restaurants, Sports Bars, Nightlife, Bars, Pizza",3.5
fQt4D34vcJNtEf8Q4zte3w,TAO Asian Bistro,"Restaurants, Lounges, Asian Fusion, Nightlife, Bars",3.5
D8yYMxz0p6oQnOQnLRUIyA,Yong Kang Street,"Taiwanese, Ramen, Cantonese, Japanese, Chinese, Dim Sum, Restaurants",3.0
QTdKLMRGdfXmEoyzSYcNMA,Jack in the Box,"Fast Food, Restaurants",2.0
iRwT2pBa87Y54q8nqfNAzw,Da Lat,"Restaurants, Vietnamese",4.0
GXDRFAunLh0aRao6ERnM4A,Pizzeria Francesco's,"Italian, Restaurants, Pizza",3.0
x5m_Cux8UoFlVtqxzUa99Q,Cabana,"Nightlife, Sandwiches, Bars, Restaurants",4.0
wwgH65yjLssksjz8ASU3QA,Chipotle Mexican Grill,"Tex-Mex, Mexican, Fast Food, Restaurants",3.0
7T7IaK6WGQccQS0UjJmmmQ,Big Ern's BBQ,"Restaurants, American (Traditional), Barbeque",4.0
5MlgZwfmaegOL7_FJ3b7lA,Papa Murphy's,"Restaurants, Pizza",4.5
VzekjBEdqFdJsXEOWInA1A,Albo Pizza,"American (Traditional), Pizza, Pasta Shops, Specialty Food, Italian, Salad, Food, Restaurants",4.0
yEgdNtrIuF5Jf34nIjyKug,Pink's,"Hot Dogs, Restaurants, American (Traditional)",2.5
DkYS3arLOhA8si5uUEmHOw,Earl of Sandwich,"Sandwiches, Wraps, Food, Caterers, Restaurants, Soup, Event Planning & Services, Salad, Food Delivery Services",4.5
Knnc473zh8m7IBC0oLTHkg,P.F. Chang's,"Chinese, Gluten-Free, Restaurants, Asian Fusion",3.5
J4CATH00YZrq8Bne2S4_cw,CUT by Wolfgang Puck,"Bars, Nightlife, Restaurants, Lounges, Steakhouses",4.0
zTr86H7j2bKQT13KBhBpPQ,Carl's Jr,"Fast Food, Restaurants, Burgers",3.0
tjHhb6lrJdOryY5Ao4pHOg,Beach St. Pizza,"Pizza, Italian, Restaurants",3.0
QMKgn9p_hRUlumBDAAfWlA,Cutting Board Filipino Gastropub,"Spanish, Restaurants, Filipino, Gastropubs",4.0
L2DGeAh9QeHqVjnn4T2HJg,Whitmore's BBQ Vegas,"Southern, Barbeque, Caterers, Restaurants, Event Planning & Services",5.0
t7Ne-kIK_UJqLepKQ3RAsQ,Las Vegas Jerkys,"Specialty Food, Food, Restaurants, Hawaiian",4.0
5wJrvgv_MUB-BW6DDvfl3g,Flavor Flav's House of Flavor,"American (New), Restaurants",2.0
x3dYPKifvJoRDYvjJxyZAw,McDonald's,"Burgers, Fast Food, Restaurants",2.5
Tw3xFIaDi2AenwTeGQdlUQ,Peng Zu,"Pan Asian, Restaurants",3.5
FCP5hYaTtn6dkpmZ_NTvEw,Makino,"Buffets, Japanese, Restaurants",3.5
kPV1DlXSkcXY5G8r2LLmEA,Ichabod's Lounge,"Restaurants, American (Traditional), Lounges, Bars, Nightlife, Piano Bars",4.0
qkyCuFJF2Uboh6n2Lmuwlg,Lee's Sandwiches,"Bakeries, Sandwiches, Food, Restaurants",3.0
yhgOJXJd_XAU-8jIvcfq0g,Cool Bar,"Chinese, Asian Fusion, Bars, Karaoke, Nightlife, Barbeque, Restaurants",4.0
2xbxXWeu3tpZEJdGTTGbLg,Fortune Chinese Restaurant,"Chinese, Restaurants",3.5
V8HEOhiEUU2i-VHcp_K8lQ,Starbucks,"Desserts, Coffee & Tea, Food, Restaurants, Sandwiches",3.0
5Lcit9Zt6TF9bmKoFMhF0g,Noodle Pot,"Chinese, Noodles, Taiwanese, Restaurants",4.0
vvc7L68Mu3Fa4OnZ8rviFA,McDonald's,"Restaurants, Burgers, Fast Food",1.5
2Xc6cpbFM6bqKkgz6bV9kQ,Rock n Roll Sushi,"Restaurants, Ethnic Food, Sushi Bars, Specialty Food, Food, Japanese, Imported Food",3.0
caKRXynM5bY922pGtQhvfQ,Narong's Thai Kitchen,"Fast Food, Restaurants, Thai",4.5
SuRxV4YkPsvyyqK57On0rQ,Pura Vida Bakery & Bystro,"Restaurants, Food, Vegan, Caribbean, Bakeries",4.0
NTQXBbCa5Ugj5lNr6E4J5w,Backstage Deli,"Sandwiches, Restaurants, Breakfast & Brunch, Delis",4.0
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,"Nightlife, Fish & Chips, Gastropubs, Restaurants, Bars, American (Traditional), Pubs, British",3.5
P2dFr-Jg1OUoNMikaCmLEQ,Café Hollywood,"American (Traditional), Restaurants",3.5
LdB-ymK-cauStX7TxUAs_w,The Venetian - Food Court,"Food, Restaurants, Food Court",3.5
5i5sLQPOkBAE5CoimgiK1g,Painted Desert Golf Club,"Golf, Active Life, Restaurants",3.0
hroo5nOO8b9QhHX0GLg7oA,Pho So 1,"Thai, Vietnamese, Restaurants",3.5
lpMhUAPJogZWwRgM2HNRJQ,The Broiler,"Seafood, Steakhouses, Restaurants",3.5
oUX2bYbqjqST-urKbOHG6w,Loftti Cafe,"Desserts, Shaved Snow, Food, Cafes, Juice Bars & Smoothies, Coffee & Tea, Sandwiches, Shaved Ice, Restaurants, Bubble Tea",4.5
zd4UKCoCc6P1305dummwyQ,Indian Curry Bowl,"Indian, Restaurants",3.0
EVpjpTaSUdeXG0b69krzAQ,Subway,"Restaurants, Sandwiches, Fast Food, Vegetarian",3.5
pCunE3wX3W7LUQHcr17Hxw,The Ainsworth,"Sports Bars, Bars, American (Traditional), Restaurants, Burgers, Nightlife",2.5
TrVKJkWWQeMTK_ly0PMGtg,YasikNara,"Restaurants, Korean, Bars, Soup, Nightlife",3.5
dWk0mbhj79pK3WBp5oLtpw,Rí Rá Irish Pub,"Bars, Irish, Pubs, Restaurants, Nightlife",4.0
VF4ehFuQor2T801EdmKweQ,Antojos Df,"Restaurants, Mexican",4.5
i3mZIwNi1EiJ7-1A8amoyw,Amena Bakery & Deli,"Bakeries, Mediterranean, Food, Middle Eastern, Restaurants",4.5
nebRKfau_9iTxRDR6WGj9A,Kapuso Kapamilya,"Bars, Restaurants, Italian, Pubs, Karaoke, Nightlife, Education, Filipino, Lounges, Colleges & Universities",3.0
IRbgMt0cVuzK1KSppU16_Q,Andrea's,"Restaurants, Seafood, Asian Fusion, Bars, Nightlife",4.0
DoNotFHCBORJodPsW-7KAg,Hamada of Japan,"Buffets, Restaurants, Japanese",2.5
Hr-3nCQLKOYN6qTLtbOmcg,Streetcar Po-boys,"Sandwiches, Restaurants, Soul Food, Cajun/Creole, Comfort Food",3.5
p3YqOYELqXtLyHz9T49p_w,Hot N Juicy Crawfish,"Seafood, Restaurants, Cajun/Creole",4.0
ZyHdmeEnucnlMlK2Yk8fUQ,House of Liquor,"Vegan, Food, Beer, Wine & Spirits, Mediterranean, Pizza, Delis, Restaurants",4.0
f_eiOrEcMnkHB7GvQVOHkQ,Terrace Pointe Cafe,"American (New), American (Traditional), Restaurants",4.0
Qihead6oTtWCwde3TBqlGg,Du-Par's,"Breakfast & Brunch, Food, American (Traditional), Restaurants, Bakeries",4.0
hvuKpdYWyoFm6abwfQiipQ,Sofia's Pizza,"Pizza, Restaurants",2.5
ALp--wAIVL4qQfCANn3ffw,Hunt & Gather Cafe,"Food, Restaurants, Cafes, Pizza, Coffee & Tea",4.0
9a9xBjlW2RxKxD9RMgmcuQ,McDonald's,"Fast Food, Food, Burgers, Restaurants, Coffee & Tea",2.5
SOX-F4C7WcpWohSL47uEJw,Antojitos Estilo Michoacan,"Spanish, Restaurants, Food, Specialty Food",3.5
VmVTDmlLZdwoRVTJO4niaQ,Jin Mee Korean BBQ Restaurant,"Restaurants, Korean, Barbeque",3.5
S3ilF_BACKuF9jD14Lp54Q,Plaka,"Music Venues, Arts & Entertainment, Greek, Food, Food Delivery Services, Nightlife, Restaurants",2.5
QW0YuA4bhfGjnhNWwiYWsw,"Scotty""s Kitchen","Burgers, Barbeque, Restaurants, American (Traditional)",5.0
oaqbLDW3wNqkynlnp4mvlw,Lupo by Wolfgang Puck,"Restaurants, Italian",3.5
OkEiREobpFvapbLQfXxdCQ,Yummy Box,"Chinese, Restaurants",4.0
679eSYC15Sc17TN9Djj8sg,I Love Burgers,"Burgers, American (New), Restaurants",3.0
WEeMwRLhgCyO1b4kikVcuQ,Ketchup Premium Burger Bar,"Burgers, Restaurants",3.0
CDxxqyH-Gn3luPA8CtlPRg,Red Lotus Asian Kitchen,"Restaurants, Pan Asian, Asian Fusion",4.0
hkbZCioL7TkHLZuTXf-5fQ,Binion's Original Coffee Shop,"American (Traditional), Restaurants",3.0
mU3vlAVzTxgmZUu6F4XixA,Momofuku Las Vegas,"Restaurants, American (New)",4.0
N7yuiiu8jhQ-Fl9Npflreg,Lemongrass,"Restaurants, Thai",3.5
UN_48kF4j4jjHQXLbQhaZw,Cilantro Taco Grill,"Restaurants, Mexican",1.5
VUtazCTIc0aoOrQprP_s-Q,Toby Keith's I Love This Bar & Grill,"Bars, Nightlife, American (Traditional), Music Venues, Restaurants, Arts & Entertainment",3.0
jf8uZUSB8yHYuHtyjhgvXw,VIP Sushi and Karaoke,"Karaoke, Food, Nightlife, Sushi Bars, Beer, Wine & Spirits, Japanese, Restaurants",5.0
fcWkZgmzRsm3H4egzSrV_A,KJ Dim Sum & Seafood,"Restaurants, Seafood, Chinese, Dim Sum",3.5
TPsjAbLjbnqNZ8XEZMsd8A,China Huts,"Restaurants, Chinese",3.5
YBE7FO11s32f6BEpTAJ5Rw,The Mixx Grill and Lounge,"American (New), Tapas/Small Plates, Nightlife, Music Venues, Arts & Entertainment, Breakfast & Brunch, Lounges, American (Traditional), Cocktail Bars, Restaurants, Bars, Tapas Bars",3.5
m-tOkwXdW0r4u_NG8w_ZXA,Lucky Cafe,"Restaurants, Chinese",4.5
1gU1ZNbcvk0puuUQjbl23w,Sushi Factory,"Restaurants, Sushi Bars",4.0
tZW4NLpEYinu4mIxdKj0Pw,The Rose Grill,"Pizza, Burgers, Restaurants, Salad",2.5
ahSFUPojs9X3-1jP-QPb-w,Bazaar Meat by José Andrés,"Tapas/Small Plates, Steakhouses, Spanish, Restaurants",4.0
QAXFkN4iDiC1HUrkOiAAKA,Buffalo's Pizza,"Restaurants, Pizza",1.5
4KmrrhtfnngTVFa2d5LAjg,Allegro,"Restaurants, Italian",3.5
Er8DpPwf_lHHv64ncWhD8g,The Henry,"Breakfast & Brunch, Restaurants, American (Traditional)",4.0
oDNfrdvMV2Fq0R6vd2XwNw,Koi Restaurant,"Japanese, Restaurants, Sushi Bars",3.5
MyTsAeShB9pcWP84GSTAdw,KoMex Fusion,"Korean, Restaurants, Asian Fusion, Mexican",4.5
2ivGlp_mVzwFaPjatAERXg,Tacos Mexico,"Mexican, Restaurants",2.5
bPfvv7TvMLxxA3__VomsxQ,Saddle N Spurs Saloon,"American (Traditional), Pubs, Bars, Country Dance Halls, Performing Arts, Social Clubs, Arts & Entertainment, Dive Bars, Nightlife, Restaurants, Music Venues",3.5
aNGcHb8rjFFI9nY_fUgImg,Kona Grill,"Sushi Bars, Restaurants, American (New)",4.0
WI1xBMN_rEaVPOL9Ad2gpQ,Tom Colicchio's Heritage Steak,"Beer, Wine & Spirits, Steakhouses, Nightlife, Diners, American (Traditional), Restaurants, Food, Wine Bars, Bars",3.5
fOAf6lQHhPn7qybtHKxsGQ,Losers Most Wanted Bar,"Nightlife, Bars, Restaurants, American (New)",3.5
XxYU9t50R5NnyUBmZVCEJg,Chile Addiction,"Restaurants, New Mexican Cuisine",4.0
_kb6GT4qawjwq47OsQ52xw,Paradise Garden Buffet,"Buffets, Restaurants",2.5
iBPyahdJRP5y0t25fF2W9w,Lip Smacking Foodie Tours,"Hotels & Travel, Event Planning & Services, Hotels, Food, Walking Tours, Food Tours, Restaurants, Tours",5.0
vdOf_NWsct8jr4qYKoE_iw,Yu-Yu,"Japanese, Restaurants",4.5
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie.,"American (New), Diners, Performing Arts, Cocktail Bars, Restaurants, Arts & Entertainment, Nightlife, Bars",4.0
MTkDsAaz-bQKrEB_czblUA,Pizza Hut,"Chicken Wings, Restaurants, Pizza",2.0
cJ9BqupaJVeCTQQBWA3PAw,Little Caesars Pizza,"Restaurants, Fast Food, Pizza",1.5
FNe5PPA9pyj8FjcDefCBpg,Weera Thai,"Thai, Noodles, Nightlife, Beer, Wine & Spirits, Food, Restaurants, Food Delivery Services, Beer Bar, Vegetarian, Bars, Wine Bars",4.5
n8_OgIBErn-7TCIr4Sn2rA,Oyster Bar,"Restaurants, Bars, Nightlife, Seafood",4.5
oCAX3BQqnesqxSEvYw6s2g,The Whale Island,"Restaurants, Korean",4.0
TwVFGd4kan9K6ptwGaZdOQ,Liang's Kitchen,"Chinese, Restaurants, Taiwanese",3.5
JjjlhlQ2LEaQMuAug4fDIA,Yi Mei Champion Taiwan Deli,"Chinese, Asian Fusion, Noodles, Taiwanese, Delis, Restaurants",3.5
SeNOJ2zYHziptxLuiRINLg,Lago,"Italian, Tapas/Small Plates, Restaurants",4.0
rtlsfmdufArhk-47sWIf2w,Le Cirque,"Restaurants, French",4.5
61qDFkNrHKzyA9n3dlgcEw,The Carmel Room,"Steakhouses, Breakfast & Brunch, Restaurants, Tea Rooms, Food",3.5
38fDU-Bh7eD2oETpF24pAA,Made In Italy Pizzeria Romana,"Restaurants, Pizza, Italian",4.5
qtZ50TWkfNS2UtLLuD1m8Q,Freddy's Frozen Custard & Steakburgers,"Restaurants, Hot Dogs, Fast Food, Burgers, Food, Ice Cream & Frozen Yogurt",4.5
TyikKXcjTFmhyFizuaU_FA,Burger King,"Restaurants, Burgers, Fast Food",2.0
4UmjnX46qbhV6-D5W89IOQ,Taco Bell,"Restaurants, Tex-Mex, Mexican, Fast Food",3.0
M9zu5KTyVwVC-45Mn8Wp0g,Taste,"Seafood, Restaurants, Cantonese, Szechuan, Chinese",4.0
d0N5HcdMCeXcX81hcRVUFw,McDonald's,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",2.5
xxYsX6Gj0-pj-kxKw092LQ,Papa John's Pizza,"Pizza, Restaurants",3.0
a10L-RnQaAcnbbU8VVAAow,Ray's Asian Cuisine,"Specialty Food, Food, Restaurants, Filipino",4.0
8bYXg27QEoAx7us15eIL5g,Applebee's Grill + Bar,"Nightlife, Sports Bars, Steakhouses, Bars, Burgers, American (Traditional), Chicken Wings, Fast Food, Restaurants",2.5
sZsJooAzpKqOvDysphkqpQ,Pop Up Pizza,"Restaurants, Vegan, Pizza",4.0
